RUT_EMPRESA,NOMBRE_EMPRESA,REGIÓN_FAENA,PROVINCIA_FAENA,COMUNA_FAENA,NOMBRE_FAENA,CATEGORÍA_FAENA,REGIÓN_INSTALACIÓN,PROVINCIA_INSTALACIÓN,COMUNA_INSTALACIÓN,NOMBRE_INSTALACIÓN,TIPO_INSTALACIÓN,RECURSO_MINERO,RECURSO_PRINCIPAL,TIPO_RECURSO,NRO_INSTALACIÓN,UTM_NORTE,UTM_ESTE,COTA,HUSO,DATUM,ESTADO,CONCATENAR
96.955.560-3,HALDEMAN MINING COMPANY S. A.,01,TAMARUGAL,POZO ALMONTE,SAGASCA,Categoría B,01,TAMARUGAL,POZO ALMONTE,ADM. TALLERES Y MAESTRANZA,TALLERES Y MAESTRANZA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600006 - 5,"7,769,370","466,550",1700,19,PSAD-56,INACTIVA,SAGASCAHALDEMAN MINING COMPANY S. A.POZO ALMONTE
96.955.560-3,HALDEMAN MINING COMPANY S. A.,01,TAMARUGAL,POZO ALMONTE,SAGASCA,Categoría B,01,TAMARUGAL,POZO ALMONTE,MINA SUBTERRANEA,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600007 - 3,"7,768,606","466,569",1700,19,PSAD-56,CIERRE TEMPORAL,
96.955.560-3,HALDEMAN MINING COMPANY S. A.,01,TAMARUGAL,POZO ALMONTE,SAGASCA,Categoría B,01,TAMARUGAL,POZO ALMONTE,PLANTA SX-EW - AGLOMERADO,PLANTA EXTRACCIÓN POR SOLVENTES,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600008 - 1,"7,767,750","465,189",1700,19,PSAD-56,INACTIVA,SAGASCAHALDEMAN MINING COMPANY S. A.POZO ALMONTE
96.955.560-3,HALDEMAN MINING COMPANY S. A.,01,TAMARUGAL,POZO ALMONTE,SAGASCA,Categoría B,01,TAMARUGAL,POZO ALMONTE,MINA RAJO ABIERTO,MINA RAJO ABIERTO,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600147 - 9,"7,766,021","464,182",1450,19,PSAD-56,INACTIVA,SAGASCAHALDEMAN MINING COMPANY S. A.POZO ALMONTE
96.955.560-3,HALDEMAN MINING COMPANY S. A.,01,TAMARUGAL,POZO ALMONTE,SAGASCA,Categoría B,01,TAMARUGAL,POZO ALMONTE,MANTENCION MINA,TALLERES Y MAESTRANZA,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600148 - 7,"7,769,370","466,550",1700,19,PSAD-56,INACTIVA,SAGASCAHALDEMAN MINING COMPANY S. A.POZO ALMONTE
96.955.560-3,HALDEMAN MINING COMPANY S. A.,01,TAMARUGAL,POZO ALMONTE,SAGASCA,Categoría B,01,TAMARUGAL,POZO ALMONTE,PLANTA CHANCADO,PLANTA CHANCADO,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600149 - 5,"7,767,939","465,471",1700,19,PSAD-56,INACTIVA,SAGASCAHALDEMAN MINING COMPANY S. A.POZO ALMONTE
96.955.560-3,HALDEMAN MINING COMPANY S. A.,01,TAMARUGAL,POZO ALMONTE,SAGASCA,Categoría B,01,TAMARUGAL,POZO ALMONTE,MANTENCION PLANTA,TALLERES Y MAESTRANZA,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600150 - 9,"7,769,370","466,550",1700,19,PSAD-56,INACTIVA,SAGASCAHALDEMAN MINING COMPANY S. A.POZO ALMONTE
96.955.560-3,HALDEMAN MINING COMPANY S. A.,01,TAMARUGAL,POZO ALMONTE,SAGASCA,Categoría B,01,TAMARUGAL,POZO ALMONTE,PLANTA AGLOMERADO RIPIOS,PLANTA CONCENTRADORA,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600151 - 7,"7,767,790","465,372",1700,19,PSAD-56,INACTIVA,SAGASCAHALDEMAN MINING COMPANY S. A.POZO ALMONTE
96.955.560-3,HALDEMAN MINING COMPANY S. A.,01,TAMARUGAL,POZO ALMONTE,SAGASCA,Categoría B,01,TAMARUGAL,POZO ALMONTE,LIXIVIACÍON,DEPÓSITO RMM - RIPIOS DE LIXIVIACIÓN,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600153 - 3,"7,765,499","463,517",1829,19,PSAD-56,INACTIVA,SAGASCAHALDEMAN MINING COMPANY S. A.POZO ALMONTE
96.955.560-3,HALDEMAN MINING COMPANY S. A.,01,TAMARUGAL,POZO ALMONTE,SAGASCA,Categoría B,01,TAMARUGAL,POZO ALMONTE,POLVORIN,POLVORIN,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000054553 - 9,"7,768,635","466,430",1793,19,PSAD-56,INACTIVA,SAGASCAHALDEMAN MINING COMPANY S. A.POZO ALMONTE
96.955.560-3,HALDEMAN MINING COMPANY S. A.,01,TAMARUGAL,POZO ALMONTE,SAGASCA,Categoría B,01,TAMARUGAL,POZO ALMONTE,FABRICA FUNCION DE AZUFRE Y ACIDO,FUNDICION,AZUFRE,AZUFRE,ROCAS Y MINERALES INDUSTRIALES,2000033186 - 5,"7,767,796","465,442",1716,19,PSAD-56,INACTIVA,SAGASCAHALDEMAN MINING COMPANY S. A.POZO ALMONTE
96.592.190-7,SQM NITRATOS S.A.,01,TAMARUGAL,POZO ALMONTE,SQM NITRATOS S.A. (POZO ALMONTE),Categoría A,01,TAMARUGAL,POZO ALMONTE,POLVORIN,POLVORIN,CALICHE (NITRATOS),CALICHE,ROCAS Y MINERALES INDUSTRIALES,2000056564 - 5,"7,684,660","431,524",970,19,PSAD-56,ACTIVA,SQM NITRATOS S.A. (POZO ALMONTE)SQM NITRATOS S.A.POZO ALMONTE
96.592.190-7,SQM NITRATOS S.A.,01,TAMARUGAL,POZO ALMONTE,SQM NITRATOS S.A. (POZO ALMONTE),Categoría A,01,TAMARUGAL,POZO ALMONTE,MINA SUR,MINA RAJO ABIERTO,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,2000006026 - 8,"7,678,691","440,303",972,19,PSAD-56,INACTIVA,SQM NITRATOS S.A. (POZO ALMONTE)SQM NITRATOS S.A.POZO ALMONTE
96.592.190-7,SQM NITRATOS S.A.,01,TAMARUGAL,POZO ALMONTE,SQM NITRATOS S.A. (POZO ALMONTE),Categoría A,01,TAMARUGAL,POZO ALMONTE,Mantención Mina Oeste,TALLERES Y MAESTRANZA,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,2000031189 - 9,"7,686,119","428,243",900,19,PSAD-56,ACTIVA,SQM NITRATOS S.A. (POZO ALMONTE)SQM NITRATOS S.A.POZO ALMONTE
96.592.190-7,SQM NITRATOS S.A.,01,TAMARUGAL,POZO ALMONTE,SQM NITRATOS S.A. (POZO ALMONTE),Categoría A,01,TAMARUGAL,POZO ALMONTE,MINA NORTE,MINA RAJO ABIERTO,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,2000005125 - 0,"7,693,297","432,945",1064,19,PSAD-56,INACTIVA,SQM NITRATOS S.A. (POZO ALMONTE)SQM NITRATOS S.A.POZO ALMONTE
96.592.190-7,SQM NITRATOS S.A.,01,TAMARUGAL,POZO ALMONTE,SQM NITRATOS S.A. (POZO ALMONTE),Categoría A,01,TAMARUGAL,POZO ALMONTE,MINA OESTE,MINA RAJO ABIERTO,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600146 - 0,"7,686,119","428,243",1333,19,PSAD-56,ACTIVA,SQM NITRATOS S.A. (POZO ALMONTE)SQM NITRATOS S.A.POZO ALMONTE
96.592.190-7,SQM NITRATOS S.A.,01,TAMARUGAL,POZO ALMONTE,SQM NITRATOS S.A. (POZO ALMONTE),Categoría A,01,TAMARUGAL,POZO ALMONTE,ADM. OFICINA,ADMINISTRACIÓN - OFICINA,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600143 - 6,"7,682,600","431,300",900,19,PSAD-56,ACTIVA,SQM NITRATOS S.A. (POZO ALMONTE)SQM NITRATOS S.A.POZO ALMONTE
96.592.190-7,SQM NITRATOS S.A.,01,TAMARUGAL,POZO ALMONTE,SQM NITRATOS S.A. (POZO ALMONTE),Categoría A,01,TAMARUGAL,POZO ALMONTE,MANTENCION MINA,TALLERES Y MAESTRANZA,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600142 - 8,"7,682,600","431,300",900,19,PSAD-56,ACTIVA,SQM NITRATOS S.A. (POZO ALMONTE)SQM NITRATOS S.A.POZO ALMONTE
96.592.190-7,SQM NITRATOS S.A.,01,TAMARUGAL,POZO ALMONTE,SQM NITRATOS S.A. (POZO ALMONTE),Categoría A,01,TAMARUGAL,POZO ALMONTE,MINA ,MINA RAJO ABIERTO,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600040 - 5,"7,683,747","432,577",900,19,PSAD-56,INACTIVA,SQM NITRATOS S.A. (POZO ALMONTE)SQM NITRATOS S.A.POZO ALMONTE
94.621.000-5,CIA. MINERA CERRO COLORADO LTDA.,01,TAMARUGAL,POZO ALMONTE,MINA CERRO COLORADO ,Categoría A,01,TAMARUGAL,POZO ALMONTE,POLVORIN,POLVORIN,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000069631 - 6,"7,783,392","475,021",2719,19,PSAD-56,ACTIVA,MINA CERRO COLORADO CIA. MINERA CERRO COLORADO LTDA.POZO ALMONTE
94.621.000-5,CIA. MINERA CERRO COLORADO LTDA.,01,TAMARUGAL,POZO ALMONTE,MINA CERRO COLORADO ,Categoría A,01,TAMARUGAL,POZO ALMONTE,PLANTA AGLOMERADO 2,PLANTA CHANCADO,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000068595 - 0,"7,782,514","473,621",2568,19,PSAD-56,ACTIVA,MINA CERRO COLORADO CIA. MINERA CERRO COLORADO LTDA.POZO ALMONTE
94.621.000-5,CIA. MINERA CERRO COLORADO LTDA.,01,TAMARUGAL,POZO ALMONTE,MINA CERRO COLORADO ,Categoría A,01,TAMARUGAL,POZO ALMONTE,ADM. OFICINA,ADMINISTRACIÓN - OFICINA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600001 - 4,"7,781,764","472,100",2522,19,PSAD-56,ACTIVA,MINA CERRO COLORADO CIA. MINERA CERRO COLORADO LTDA.POZO ALMONTE
94.621.000-5,CIA. MINERA CERRO COLORADO LTDA.,01,TAMARUGAL,POZO ALMONTE,MINA CERRO COLORADO ,Categoría A,01,TAMARUGAL,POZO ALMONTE,MANTENCION MINA,TALLERES Y MAESTRANZA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600002 - 2,"7,782,588","474,040",2644,19,PSAD-56,ACTIVA,MINA CERRO COLORADO CIA. MINERA CERRO COLORADO LTDA.POZO ALMONTE
94.621.000-5,CIA. MINERA CERRO COLORADO LTDA.,01,TAMARUGAL,POZO ALMONTE,MINA CERRO COLORADO ,Categoría A,01,TAMARUGAL,POZO ALMONTE,MINA ,MINA RAJO ABIERTO,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600003 - 0,"7,783,864","473,196",2600,19,PSAD-56,ACTIVA,MINA CERRO COLORADO CIA. MINERA CERRO COLORADO LTDA.POZO ALMONTE
94.621.000-5,CIA. MINERA CERRO COLORADO LTDA.,01,TAMARUGAL,POZO ALMONTE,MINA CERRO COLORADO ,Categoría A,01,TAMARUGAL,POZO ALMONTE,PLANTA SX EW,PLANTA EXTRACCIÓN POR SOLVENTES,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600004 - 9,"7,782,366","472,589",2600,19,PSAD-56,ACTIVA,MINA CERRO COLORADO CIA. MINERA CERRO COLORADO LTDA.POZO ALMONTE
94.621.000-5,CIA. MINERA CERRO COLORADO LTDA.,01,TAMARUGAL,POZO ALMONTE,MINA CERRO COLORADO ,Categoría A,01,TAMARUGAL,POZO ALMONTE,PLANTA AGLOMERADO 1,PLANTA CHANCADO,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600131 - 2,"7,782,841","471,757",2540,19,PSAD-56,ACTIVA,MINA CERRO COLORADO CIA. MINERA CERRO COLORADO LTDA.POZO ALMONTE
94.621.000-5,CIA. MINERA CERRO COLORADO LTDA.,01,TAMARUGAL,POZO ALMONTE,MINA CERRO COLORADO ,Categoría A,01,TAMARUGAL,POZO ALMONTE,MANTENCION PLANTA,TALLERES Y MAESTRANZA,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600130 - 4,"7,781,827","472,188",2528,19,PSAD-56,ACTIVA,MINA CERRO COLORADO CIA. MINERA CERRO COLORADO LTDA.POZO ALMONTE
94.621.000-5,CIA. MINERA CERRO COLORADO LTDA.,01,TAMARUGAL,POZO ALMONTE,MINA CERRO COLORADO ,Categoría A,01,TAMARUGAL,POZO ALMONTE,PLANTA CHANCADO,PLANTA CHANCADO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110600111 - 8,"7,782,616","472,895",2566,19,PSAD-56,ACTIVA,MINA CERRO COLORADO CIA. MINERA CERRO COLORADO LTDA.POZO ALMONTE
94.621.000-5,CIA. MINERA CERRO COLORADO LTDA.,01,TAMARUGAL,POZO ALMONTE,MINA CERRO COLORADO ,Categoría A,01,TAMARUGAL,POZO ALMONTE,BOTADERO DE RIPIO II,SIN INFORMACION,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000067622 - 6,"7,782,569","474,821",2551,19,PSAD-56,ACTIVA,MINA CERRO COLORADO CIA. MINERA CERRO COLORADO LTDA.POZO ALMONTE
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,NUEVA VICTORIA,Categoría A,01,TAMARUGAL,POZO ALMONTE,PLANTA YODO,PLANTA CONCENTRADORA,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600141 - K,"7,682,600","431,300",900,19,PSAD-56,INACTIVA,NUEVA VICTORIASQM S. A.POZO ALMONTE
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,NUEVA VICTORIA,Categoría A,01,TAMARUGAL,POZO ALMONTE,PLANTA YODO,PLANTA EXTRACCIÓN POR SOLVENTES,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600139 - 8,"7,682,604","431,254",900,19,PSAD-56,ACTIVA,NUEVA VICTORIASQM S. A.POZO ALMONTE
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,PROYECTO MORRO BAYO,Categoría S/C,01,TAMARUGAL,POZO ALMONTE,PROYECTO MORRO BAYO,EXPLORACION DE SUPERFICIE,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000140654 - 0,"7,735,000","394,000",1070,19,PSAD-56,IRREGULAR NO OPERATIVA,
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,NUEVA VICTORIA,Categoría A,01,TAMARUGAL,POZO ALMONTE,ADM. OFICINA (IRIS),ADMINISTRACIÓN - OFICINA,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600009 - K,"7,687,812","434,381",911,19,PSAD-56,ACTIVA,NUEVA VICTORIASQM S. A.POZO ALMONTE
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,NUEVA VICTORIA,Categoría A,01,TAMARUGAL,POZO ALMONTE,MINA (IRIS),MINA RAJO ABIERTO,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600010 - 3,"7,687,800","434,400",924,19,PSAD-56,ELIMINADO,
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,NUEVA VICTORIA,Categoría A,01,TAMARUGAL,POZO ALMONTE,PLANTA SOLVENTES (IRIS),PLANTA EXTRACCIÓN POR SOLVENTES,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600011 - 1,"7,687,800","434,400",911,19,PSAD-56,INACTIVA,NUEVA VICTORIASQM S. A.POZO ALMONTE
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,NUEVA VICTORIA,Categoría A,01,TAMARUGAL,POZO ALMONTE,PLANTA CONCENTRACION (IRIS),PLANTA CONCENTRADORA,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600012 - K,"7,687,800","434,400",911,19,PSAD-56,INACTIVA,NUEVA VICTORIASQM S. A.POZO ALMONTE
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,NUEVA VICTORIA,Categoría A,01,TAMARUGAL,POZO ALMONTE,PLANTA LIXIVIACION (IRIS),PLANTA EXTRACCIÓN POR SOLVENTES,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600013 - 8,"7,687,800","434,400",924,19,PSAD-56,ACTIVA,NUEVA VICTORIASQM S. A.POZO ALMONTE
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,NUEVA VICTORIA,Categoría A,01,TAMARUGAL,POZO ALMONTE,PLANTA CALCINACION AZUFRE,PLANTA EXTRACCIÓN POR SOLVENTES,AZUFRE,AZUFRE,ROCAS Y MINERALES INDUSTRIALES,110600138 - K,"7,682,195","431,114",900,19,PSAD-56,ACTIVA,NUEVA VICTORIASQM S. A.POZO ALMONTE
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,NUEVA VICTORIA,Categoría A,01,TAMARUGAL,POZO ALMONTE,MANTENCION PLANTA,TALLERES Y MAESTRANZA,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600140 - 1,"7,682,600","431,300",900,19,PSAD-56,ACTIVA,NUEVA VICTORIASQM S. A.POZO ALMONTE
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,NUEVA VICTORIA,Categoría A,01,TAMARUGAL,POZO ALMONTE,ADM. OFICINA,ADMINISTRACIÓN - OFICINA,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600114 - 2,"7,682,511","431,167",900,19,PSAD-56,ACTIVA,NUEVA VICTORIASQM S. A.POZO ALMONTE
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,NUEVA VICTORIA,Categoría A,01,TAMARUGAL,POZO ALMONTE,BOTADERO ESTERILES  ACOPIOS DE SALES ,DEPÓSITO RMM - ESTÉRILES,YODO,YODO,ROCAS Y MINERALES INDUSTRIALES,2000130650 - 3,"7,686,669","446,161",1080,19,PSAD-56,IRREGULAR OPERATIVA,NUEVA VICTORIASQM S. A.POZO ALMONTE
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,NUEVA VICTORIA,Categoría A,01,TAMARUGAL,POZO ALMONTE,POZAS SOLARES - SALMUERAS,PLANTA CONCENTRADORA,SULFATO DE SODIO,COMPUESTOS DE SODIO,ROCAS Y MINERALES INDUSTRIALES,110100156 - K,"7,683,834","444,991",1420,19,PSAD-56,ACTIVA,NUEVA VICTORIASQM S. A.POZO ALMONTE
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,NUEVA VICTORIA,Categoría A,01,TAMARUGAL,POZO ALMONTE,PLANTA QUIMICA,PLANTA EXTRACCIÓN POR SOLVENTES,CALICHE (NITRATOS),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600049 - 9,"7,682,600","431,300",900,19,PSAD-56,ACTIVA,NUEVA VICTORIASQM S. A.POZO ALMONTE
93.007.000-9,SQM S. A.,01,TAMARUGAL,POZO ALMONTE,PROYECTO LAS DUNAS,Categoría D,01,TAMARUGAL,POZO ALMONTE,PROYECTO LAS DUNAS EXPLORACION,EXPLORACION DE SUPERFICIE,CINC-ORO-PLATA-PLOMO-COBRE,POLIMETALICO,RECURSOS MINERALES METÁLICOS,2000136672 - 7,"7,738,578","399,090",1350,19,PSAD-56,IRREGULAR NO OPERATIVA,
79.947.100-0,SQM INDUSTRIAL S.A.,01,TAMARUGAL,POZO ALMONTE,PLANTA (SQM INDUSTRIAL S. A).,Categoría A,01,TAMARUGAL,POZO ALMONTE,Pozas Solares,LIXIVIACION,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,2000056550 - 5,"7,684,197","446,554",940,19,PSAD-56,ACTIVA,PLANTA (SQM INDUSTRIAL S. A).SQM INDUSTRIAL S.A.POZO ALMONTE
79.947.100-0,SQM INDUSTRIAL S.A.,01,TAMARUGAL,POZO ALMONTE,PLANTA (SQM INDUSTRIAL S. A).,Categoría A,01,TAMARUGAL,POZO ALMONTE,MANTENCION LIXIV. PILAS Y POZAS,TALLERES Y MAESTRANZA,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,2000005124 - 2,"7,682,600","431,300",900,19,PSAD-56,ACTIVA,PLANTA (SQM INDUSTRIAL S. A).SQM INDUSTRIAL S.A.POZO ALMONTE
79.947.100-0,SQM INDUSTRIAL S.A.,01,TAMARUGAL,POZO ALMONTE,PLANTA (SQM INDUSTRIAL S. A).,Categoría A,01,TAMARUGAL,POZO ALMONTE,PLANTA,PLANTA EXTRACCIÓN POR SOLVENTES,CALICHE (NITRATOS),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600069 - 3,"7,682,600","431,300",900,19,PSAD-56,ACTIVA,PLANTA (SQM INDUSTRIAL S. A).SQM INDUSTRIAL S.A.POZO ALMONTE
79.947.100-0,SQM INDUSTRIAL S.A.,01,TAMARUGAL,POZO ALMONTE,PLANTA (SQM INDUSTRIAL S. A).,Categoría A,01,TAMARUGAL,POZO ALMONTE,ADM. OFICINA,ADMINISTRACIÓN - OFICINA,CALICHE (NITRATOS),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600115 - 0,"7,682,600","431,300",900,19,PSAD-56,ACTIVA,PLANTA (SQM INDUSTRIAL S. A).SQM INDUSTRIAL S.A.POZO ALMONTE
79.728.000-3,ACF. MINERA S. A.,01,TAMARUGAL,POZO ALMONTE,MINERA  LAGUNAS,Categoría A,01,TAMARUGAL,POZO ALMONTE,POLVORIN,POLVORIN,CALICHE (NITRATOS),CALICHE,ROCAS Y MINERALES INDUSTRIALES,2000052540 - 6,"7,763,494","429,500",838,19,PSAD-56,ACTIVA,MINERA  LAGUNASACF. MINERA S. A.POZO ALMONTE
79.728.000-3,ACF. MINERA S. A.,01,TAMARUGAL,POZO ALMONTE,MINERA  LAGUNAS,Categoría A,01,TAMARUGAL,POZO ALMONTE,MANTENCION MINA,TALLERES Y MAESTRANZA,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600030 - 8,"7,681,594","429,337",930,19,PSAD-56,ACTIVA,MINERA  LAGUNASACF. MINERA S. A.POZO ALMONTE
79.728.000-3,ACF. MINERA S. A.,01,TAMARUGAL,POZO ALMONTE,MINERA  LAGUNAS,Categoría A,01,TAMARUGAL,POZO ALMONTE,MANTENCION PLANTA ,PLANTA EXTRACCIÓN POR SOLVENTES,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600032 - 4,"7,681,560","429,566",940,19,PSAD-56,ACTIVA,MINERA  LAGUNASACF. MINERA S. A.POZO ALMONTE
79.728.000-3,ACF. MINERA S. A.,01,TAMARUGAL,POZO ALMONTE,MINERA  LAGUNAS,Categoría A,01,TAMARUGAL,POZO ALMONTE,MINA LAGUNAS,MINA RAJO ABIERTO,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600031 - 6,"7,681,700","429,500",930,19,PSAD-56,ACTIVA,MINERA  LAGUNASACF. MINERA S. A.POZO ALMONTE
79.728.000-3,ACF. MINERA S. A.,01,TAMARUGAL,POZO ALMONTE,MINERA  LAGUNAS,Categoría A,01,TAMARUGAL,POZO ALMONTE,PLANTA QUIMICA,PLANTA CONCENTRADORA,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600033 - 2,"7,681,533","429,404",930,19,PSAD-56,ACTIVA,MINERA  LAGUNASACF. MINERA S. A.POZO ALMONTE
79.728.000-3,ACF. MINERA S. A.,01,TAMARUGAL,POZO ALMONTE,MINERA  LAGUNAS,Categoría A,01,TAMARUGAL,POZO ALMONTE,ADM. OFICINA,ADMINISTRACIÓN - OFICINA,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,110600029 - 4,"7,681,600","429,784",930,19,PSAD-56,ACTIVA,MINERA  LAGUNASACF. MINERA S. A.POZO ALMONTE
96.966.850-5,Minera Mandalay Challacollo Limitada.,01,TAMARUGAL,POZO ALMONTE,Mra. Mandalay Challacollo S. A.,Categoría C,01,TAMARUGAL,POZO ALMONTE,PROYECTO CHALLACOLLO,EXPLORACION DE SUPERFICIE,PLATA - ORO,PLATA,RECURSOS MINERALES METÁLICOS,2000130641 - 4,"7,684,774","463,447",1415,19,PSAD-56,ACTIVA,Mra. Mandalay Challacollo S. A.Minera Mandalay Challacollo Limitada.POZO ALMONTE
96.966.850-5,Minera Mandalay Challacollo Limitada.,01,TAMARUGAL,POZO ALMONTE,Mra. Mandalay Challacollo S. A.,Categoría C,01,TAMARUGAL,POZO ALMONTE,PROYECTO CHALLACOLLO VETA LOLON,EXPLORACION DE SUPERFICIE,PLATA METÁLICA O NATIVA,PLATA,RECURSOS MINERALES METÁLICOS,2000014031 - 8,"7,684,000","464,000",1200,19,PSAD-56,CIERRE TEMPORAL,
76.095.094-7,ELOISA SpA,01,TAMARUGAL,POZO ALMONTE,Producción de Yodo y Nitratos Eloisa,Categoría C,01,TAMARUGAL,POZO ALMONTE,Planta Yodo,PLANTA CONCENTRADORA,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,2000057575 - 6,"7,651,501","407,192",893,19,PSAD-56,INACTIVA,Producción de Yodo y Nitratos EloisaELOISA SpAPOZO ALMONTE
76.095.094-7,ELOISA SpA,01,TAMARUGAL,POZO ALMONTE,Producción de Yodo y Nitratos Eloisa,Categoría C,01,TAMARUGAL,POZO ALMONTE,Adm. Oficina,CAMPAMENTO,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,2000016200 - 1,"7,650,500","411,500",900,19,PSAD-56,ACTIVA,Producción de Yodo y Nitratos EloisaELOISA SpAPOZO ALMONTE
76.095.094-7,ELOISA SpA,01,TAMARUGAL,POZO ALMONTE,Producción de Yodo y Nitratos Eloisa,Categoría C,01,TAMARUGAL,POZO ALMONTE,Polvorin,POLVORIN,CALICHE (YODO),CALICHE,ROCAS Y MINERALES INDUSTRIALES,2000058526 - 3,"7,647,466","405,425",1062,19,PSAD-56,INACTIVA,Producción de Yodo y Nitratos EloisaELOISA SpAPOZO ALMONTE
76.095.094-7,ELOISA SpA,01,TAMARUGAL,POZO ALMONTE,Producción de Yodo y Nitratos Eloisa,Categoría C,01,TAMARUGAL,POZO ALMONTE,Exploraciones,EXPLORACION DE SUPERFICIE,YODO,YODO,ROCAS Y MINERALES INDUSTRIALES,2000119642 - 2,"7,658,000","411,000",1200,19,PSAD-56,CIERRE FINAL,
